# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 28 09:47:48 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,ra,dec,sy_dist,sy_gaiamag
5855,TOI-5795 b,TOI-5795,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.14063250000,0.0640000000,5.62000000,0.50138368,23.66000000,0.07444269,Mass,0.250000,240.6761,1136.78,G3 V,5715.00,1.082000,0.901000,-0.2700,[Fe/H],4.320000,304.8687820,-7.5476595,156.53000000,10.6376000
5856,TOI-5799 b,TOI-5799,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.16450700000,0.0348000000,1.73300000,0.15460817,3.65000000,0.01150000,M-R relationship,,11.9100,505.00,M2 V,3452.00,0.321000,0.325000,0.0100,[Fe/H],4.936000,301.6301790,15.9891418,27.81230000,12.3212000
5857,TOI-5799 c,TOI-5799,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),14.01044900000,0.0782000000,1.76000000,0.15701695,3.75000000,0.01180000,M-R relationship,,,337.00,M2 V,3452.00,0.321000,0.325000,0.0100,[Fe/H],4.936000,301.6301790,15.9891418,27.81230000,12.3212000
5858,TOI-5800 b,TOI-5800,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.62788380000,0.0344000000,2.46000000,0.21946688,9.50000000,0.02989034,Mass,0.300000,274.1630,1108.00,K3 V,4850.00,0.773000,0.778000,-0.0400,[Fe/H],4.560000,305.0655462,-7.4119237,42.90520000,9.2182400
5859,TOI-5803 b,TOI-5803,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.38305000000,,3.27320000,0.29201585,10.70000000,0.03380000,M-R relationship,,73.7220,678.87,,5134.00,0.762500,0.870000,,,4.613000,327.2487497,6.2781777,84.01260000,10.4782000
5860,TOI-5817 b,TOI-5817,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),15.61031000000,0.1223000000,3.08000000,0.27477967,10.30000000,0.03240742,Mass,0.200000,126.8632,950.00,G2 IV-V,5770.00,1.427000,0.970000,-0.2400,[Fe/H],4.120000,322.3777987,21.4745270,80.75420000,8.4834300
5861,TOI-5882 b,TOI-5882,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),7.14897200000,0.0804000000,11.46678726,1.02300000,6995.40323807,22.01000000,Mass,0.033900,4792.5000,1515.00,,5920.00,2.260000,1.334000,0.1800,[Fe/H],3.856000,311.8886385,34.7374918,416.10400000,11.1063000
5862,TOI-5916 b,TOI-5916,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.36712800000,0.0262000000,11.35469745,1.01300000,226.61165419,0.71300000,Mass,0.090000,51.7000,683.00,M2&plusmn;0.5,3613.00,0.480000,0.477000,0.0900,[Fe/H],4.755000,325.2995114,9.5990534,199.72400000,15.6925000
5863,TOI-5926 b,TOI-5926,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.81122794237,,7.56807148,0.67517928,44.60000000,0.14000000,M-R relationship,,157.6440,987.00,,5388.92,0.890046,0.946000,,,4.486900,308.0784435,15.5030795,275.10300000,12.5095000
5864,TOI-5938 b,TOI-5938,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.26042400000,0.0308000000,3.82000000,0.34079816,14.00000000,0.04400000,M-R relationship,,249.2730,1077.00,,4650.00,0.712000,0.744000,0.0700,[Fe/H],4.590000,303.9088422,28.6592261,114.03500000,12.0577000
5865,TOI-6000 b,TOI-6000,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.44895900000,,0.94000000,0.08386133,0.77900000,0.00245000,M-R relationship,,258.7482,1120.00,,3419.00,0.380000,0.370000,,,4.850000,292.6062979,68.1545924,75.76640000,14.3736000
5866,TOI-6002 b,TOI-6002,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.90482100000,0.0572200000,1.65000000,0.14720339,3.36000000,0.01060000,M-R relationship,0.150000,1.6823,321.40,M3.5+/-0.5,3229.00,0.243200,0.210100,-0.1800,[Fe/H],4.989000,299.6142524,32.2871702,32.02660000,13.9558000
5867,TOI-6008 b,TOI-6008,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.85743470000,0.0107770000,1.03000000,0.09189060,4.00000000,0.01258541,Mass,,41.5000,707.00,M5.0,3075.00,0.242000,0.230000,0.3000,[Fe/H],5.010000,310.4487344,49.6468992,23.10080000,13.7122000
5868,TOI-6016 b,TOI-6016,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.02368700000,0.0550000000,13.67495645,1.22000000,371.85923619,1.17000000,Mass,0.000000,940.0000,1890.00,F,6110.00,1.510000,1.310000,0.2800,[Fe/H],4.190000,4.5239602,59.7661983,364.71500000,11.9184000
5869,TOI-6029 b,TOI-6029,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.79870000000,,14.39233122,1.28400000,519.64944544,1.63500000,Mass,0.091000,806.7940,1484.00,,6223.00,2.338000,1.548000,0.3700,[Fe/H],3.886000,8.3862555,61.8607659,603.11900000,12.2681000
5870,TOI-6034 b,TOI-6034,2,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.57618400000,0.0294900000,11.92000000,1.06300000,254.00000000,0.79800000,Mass,0.040000,43.0000,714.00,,3635.00,0.489000,0.514000,-0.0900,[Fe/H],4.770000,317.9001392,68.4020762,117.99200000,14.3143000
5871,TOI-6038 A b,TOI-6038 A,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.82673110000,0.0690000000,6.41000000,0.57186288,78.50000000,0.24698862,Mass,,716.0000,1439.00,,6110.00,1.648000,1.291000,0.1240,[Fe/H],4.118000,51.6572691,40.8172704,179.14700000,9.7295700
5872,TOI-6041 b,TOI-6041,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),26.04945000000,0.1651000000,4.55000000,0.40592451,28.90000000,0.09092957,Mass,,22.4000,605.60,G7,5445.00,0.879000,0.885000,0.1040,[Fe/H],4.498000,46.0610334,43.5576668,72.47310000,9.7094200
5873,TOI-6041 c,TOI-6041,1,2,0,Radial Velocity,2025,Multiple Observatories,88.00000000000,0.3721000000,10.50000000,0.93800000,77.90000000,0.24510081,Msini,,4.4200,403.50,G7,5445.00,0.879000,0.885000,0.1040,[Fe/H],4.498000,46.0610334,43.5576668,72.47310000,9.7094200
5874,TOI-6054.01,TOI-6054,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.50142800000,0.0763000000,2.64000000,0.23552543,12.50000000,0.03932940,Mass,0.164000,570.0000,1360.00,,6047.00,1.662000,1.107000,-0.0700,[Fe/H],4.100000,56.3370070,60.3509170,79.40700000,7.8779900
5875,TOI-6054.02,TOI-6054,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.56363600000,0.1079000000,2.82000000,0.25158398,9.30000000,0.02926107,Mass,0.332000,285.0000,1143.00,,6047.00,1.662000,1.107000,-0.0700,[Fe/H],4.100000,56.3370070,60.3509170,79.40700000,7.8779900
5876,TOI-6080 b,TOI-6080,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),8.05562348084,,3.32424168,0.29656949,11.00000000,0.03470000,M-R relationship,,168.8120,919.33,,5775.46,1.062210,1.010000,,,4.461700,266.6044226,38.0787076,188.18300000,11.0489000
5877,TOI-6086 b,TOI-6086,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.38887250000,0.0154100000,1.18000000,0.10527273,1.76000000,0.00553000,M-R relationship,,26.8000,634.00,M3.0,3200.00,0.259000,0.254000,0.1100,[Fe/H],5.010000,265.3704236,30.3037755,31.45660000,13.6971000
5878,TOI-6109 b,TOI-6109,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.69047600000,0.0599000000,4.87040000,0.43450873,21.10000000,0.06640000,M-R relationship,,39.9451,700.00,G3,5660.00,1.021000,1.030000,0.0895,[M/H],4.450000,50.1319206,42.6069564,151.73800000,10.8316000
5879,TOI-6109 c,TOI-6109,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),8.53887800000,0.0786000000,4.83260000,0.43113644,20.80000000,0.06550000,M-R relationship,,63.3913,786.00,G3,5660.00,1.021000,1.030000,0.0895,[M/H],4.450000,50.1319206,42.6069564,151.73800000,10.8316000
5880,TOI-6130 b,TOI-6130,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.39267900000,0.0360000000,14.34749530,1.28000000,333.71982735,1.05000000,Mass,0.036000,1150.0000,1750.00,F,6110.00,1.510000,1.310000,0.2800,[Fe/H],4.190000,339.2050832,16.8271941,220.88200000,10.9775000
5881,TOI-615 b,TOI-615,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.66159830000,0.0678000000,18.97680433,1.69300000,138.25535705,0.43500000,Mass,0.390000,1286.0000,1666.00,F2 V,6850.00,1.732000,1.449000,-0.1000,[Fe/H],4.200000,133.4086892,-40.5437010,360.40800000,10.5775000
5882,TOI-620 b,TOI-620,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.09881790000,0.0482500000,3.76000000,0.33544531,13.60000000,0.04280000,M-R relationship,0.220000,20.8000,603.60,M2.5 V,3708.00,0.550000,0.577000,0.3500,[Fe/H],4.718000,142.1734459,-12.1671652,33.02310000,11.3104000
5883,TOI-622 b,TOI-622,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.40251300000,0.0708000000,9.23620010,0.82400000,96.30200732,0.30300000,Mass,0.420000,602.0000,1388.00,F6 V,6400.00,1.415000,1.313000,0.0900,[Fe/H],4.200000,125.3050544,-46.4842959,123.29700000,8.8910300
5884,TOI-6223 b,TOI-6223,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.85521900000,0.0401800000,5.07000000,0.45231588,22.60000000,0.07110000,M-R relationship,,41.8646,714.00,M0 V,3895.00,0.576000,0.582000,-0.1200,[Fe/H],4.682000,355.9505977,33.0672361,133.12200000,13.6201000
5885,TOI-6255 b,TOI-6255,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.23818244000,,1.07900000,0.09626210,1.44000000,0.00453075,Mass,0.000000,588.9944,1256.46,,3421.00,0.370000,0.353000,-0.1400,[Fe/H],4.850000,331.5031606,39.2988284,20.31670000,11.6345000
5886,TOI-628 b,TOI-628,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.40956750000,0.0486000000,11.88154000,1.06000000,2011.86390000,6.33000000,Mass,0.072000,1052.9000,1586.00,,6250.00,1.345000,1.311000,0.2580,[Fe/H],4.300000,99.2630608,1.7675497,178.68000000,10.0579000
5887,TOI-6281 b,TOI-6281,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),1.05426244177,,1.92416074,0.17166242,4.36000000,0.01370000,M-R relationship,,4181.0200,2240.00,,4533.23,0.874219,0.650000,-0.0900,[M/H],4.642800,172.3785238,-40.6094246,57.74510000,10.6517000
5888,TOI-6303 b,TOI-6303,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),9.48523600000,0.0761000000,11.59000000,1.03400000,2493.00000000,7.84000000,Mass,0.020000,14.2800,541.00,,3977.00,0.609000,0.644000,0.4400,[Fe/H],4.670000,46.7806502,40.1471740,152.21900000,13.9114000
5889,TOI-6324 b,TOI-6324,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.27922100000,,1.05900000,0.09447781,1.17000000,0.00368123,Mass,0.000000,284.2110,1216.00,,3247.00,0.293000,0.269000,-0.3200,[Fe/H],4.930000,330.8445430,67.4986773,20.54880000,12.2140000
5890,TOI-6330 b,TOI-6330,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.85002460000,0.0576300000,10.89000000,0.97200000,3179.00000000,10.00000000,Mass,0.340000,9.9700,495.00,,3539.00,0.490000,0.531000,0.0800,[Fe/H],4.770000,22.1679816,53.6860778,139.04200000,14.9341000
5891,TOI-6383 A b,TOI-6383 A,2,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.79058695000,0.0229200000,11.29000000,1.00800000,331.00000000,1.04000000,Mass,0.050000,51.3000,745.00,M3,3444.00,0.457000,0.458000,,,4.810000,60.4246951,60.8913677,171.31900000,15.6628000
5892,TOI-6393 b,TOI-6393,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),9.53176110329,,2.75958542,0.24619414,8.04000000,0.02530000,M-R relationship,,39.0679,696.00,,5008.20,0.766023,0.835000,,,4.587600,141.2436918,68.7883127,186.22900000,12.3521000
5893,TOI-640 b,TOI-640,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.00377700000,0.0660800000,19.27944680,1.72000000,181.16219199,0.57000000,Mass,0.013000,1150.1200,1816.00,,6460.00,2.082000,1.536000,0.0720,[Fe/H],3.987000,99.7345935,-36.6461300,341.99700000,10.4006000
5894,TOI-6420 b,TOI-6420,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.96150800000,0.0753000000,11.93756445,1.06500000,2606.19293740,8.20000000,Mass,0.078000,106.6190,1213.00,,6020.00,1.312000,1.165000,0.2400,[Fe/H],4.268000,125.5443036,-19.1242852,634.71200000,12.9023000
5895,TOI-6448 b,TOI-6448,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),14.84426100000,0.1310000000,8.47398941,0.75600000,54.00000000,0.17000000,M-R relationship,0.200000,28.1152,745.00,,5910.00,0.897000,1.030000,,,4.510000,110.1704109,-33.9223285,386.87900000,12.7778000
5896,TOI-6478 b,TOI-6478,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),34.00501900000,0.1136000000,4.60000000,0.41100000,19.20000000,0.06030000,M-R relationship,,0.0003,204.40,M4.0+/-0.5,3230.00,0.234000,0.230000,-0.5300,[Fe/H],5.016000,149.9918059,-16.1597935,38.60570000,14.3130000
5897,TOI-654.01,TOI-654,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.52756100000,0.0194400000,2.37800000,0.21215132,8.71000000,0.02740472,Mass,0.000000,65.0000,794.00,M2 V,3521.00,0.430000,0.419000,0.1200,[Fe/H],4.793000,164.7245509,-5.5475446,57.75530000,13.4339000
5898,TOI-6628 b,TOI-6628,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),18.18424000000,0.1340000000,10.98480109,0.98000000,235.19302118,0.74000000,Mass,0.670000,20.0861,833.00,,5463.00,1.010000,0.970000,0.3600,[Fe/H],4.416000,225.8370504,-35.2305793,320.52700000,12.6408000
5899,TOI-663 b,TOI-663,1,3,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.59890200000,0.0295000000,2.27000000,0.20251618,4.45000000,0.01400127,Mass,,49.1000,674.00,M1 V,3681.00,0.512000,0.514000,0.0700,[Fe/H],4.726600,160.0658525,-8.5110827,64.23080000,12.8191000
5900,TOI-663 c,TOI-663,1,3,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.69555070000,0.0437000000,2.26000000,0.20162404,3.65000000,0.01148418,Mass,,22.3000,553.00,M1 V,3681.00,0.512000,0.514000,0.0700,[Fe/H],4.726600,160.0658525,-8.5110827,64.23080000,12.8191000
5901,TOI-663 d,TOI-663,1,3,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.10272680000,0.0576000000,1.92000000,0.17129122,5.20000000,0.01636103,Mass,,12.9000,482.00,M1 V,3681.00,0.512000,0.514000,0.0700,[Fe/H],4.726600,160.0658525,-8.5110827,64.23080000,12.8191000
5902,TOI-6651 b,TOI-6651,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.05697300000,0.0633000000,5.09000000,0.45410017,61.00000000,0.19192746,Mass,0.091000,817.0000,1493.00,,5940.00,1.721000,1.323000,0.2250,[Fe/H],4.087000,15.7885904,35.3890405,212.12800000,10.0418000
5903,TOI-6677 b,TOI-6677,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.45060661625,,5.83507112,0.52057107,28.70000000,0.09020000,M-R relationship,,2.0900,334.00,,6572.28,1.571670,1.450000,,,4.111900,290.4719117,-46.8749591,340.52000000,10.7788000
5904,TOI-669 b,TOI-669,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.94515200000,0.0480000000,2.58606487,0.23071365,10.00000000,0.03146352,Mass,0.000000,388.2000,1124.85,,5597.00,0.988200,0.924500,0.0010,[Fe/H],4.412000,158.9007013,-5.1813735,142.86700000,10.6364000
5905,TOI-6692 b,TOI-6692,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),131.12500000000,0.5120000000,11.67975789,1.04200000,197.05361234,0.62000000,Mass,0.537000,182.3533,467.00,,5890.00,1.385000,1.047000,-0.0080,[m/H],4.176000,312.6940436,-81.2723982,312.90300000,11.5826000
5906,TOI-6695 b,TOI-6695,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),80.38900000000,0.4020000000,9.52763359,0.85000000,66.74396547,0.21000000,Mass,0.040000,85.9385,599.00,F5V-G0V,6400.00,1.517000,1.338000,0.2000,[Fe/H],4.202000,129.5720221,-23.5502170,282.53600000,10.7445000
5907,TOI-6695 c,TOI-6695,1,2,0,Radial Velocity,2025,Multiple Observatories,242.40000000000,0.8380000000,13.60000000,1.21000000,460.85119015,1.45000000,Msini,0.022000,,415.00,F5V-G0V,6400.00,1.517000,1.338000,0.2000,[Fe/H],4.202000,129.5720221,-23.5502170,282.53600000,10.7445000
5908,TOI-6699 b,TOI-6699,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.32005926761,,2.32645266,0.20755256,6.02000000,0.01890000,M-R relationship,,150.9100,976.00,,4705.10,0.753090,0.750000,,,4.566100,317.0695839,-63.2504996,85.84630000,11.0299000
5909,TOI-6707 b,TOI-6707,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.83479363758,,5.72673066,0.51090557,27.80000000,0.08740000,M-R relationship,,1226.7862,1509.43,,6289.49,1.582020,1.140000,-0.0801,[M/H],4.157800,109.7634707,-58.1155263,641.46700000,12.7475000
5910,TOI-6716 b,TOI-6716,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.71858980000,0.0319000000,0.98200000,0.08760000,0.91100000,0.00287000,M-R relationship,0.880000,4.4000,369.00,M4,3110.00,0.231000,0.223000,0.0000,[Fe/H],5.060000,111.6570820,-30.5521801,18.88730000,13.1269000
5911,TOI-672 b,TOI-672,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.63358100000,0.0376000000,5.31000000,0.47372729,50.90000000,0.16014931,Mass,0.000000,39.8000,699.50,M0 V,3810.00,0.540000,0.540000,-0.1400,[Fe/H],4.700000,167.9908627,-39.3281151,66.90710000,12.7364000
5912,TOI-674 b,TOI-674,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.97714300000,0.0250000000,5.25000000,0.46837443,23.60000000,0.07425390,Mass,0.000000,38.4000,635.00,M2 V,3514.00,0.420000,0.420000,0.1700,[Fe/H],4.810000,164.5865592,-36.8581092,46.08510000,13.0914000
5913,TOI-677 b,TOI-677,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.23659850000,0.1041000000,13.11450742,1.17000000,392.20025424,1.23400000,Mass,0.460000,37.6345,1252.00,F8,6295.00,1.280000,1.181000,0.0000,[Fe/H],4.291000,144.1193594,-50.4630933,141.81200000,9.6608200
5914,TOI-682.01,TOI-682,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.83923880000,,3.74186000,0.33382696,13.50000000,0.04240000,M-R relationship,,234.4600,1090.00,,5085.00,1.080000,0.850000,0.2700,[M/H],3.920000,167.8854300,-22.0727803,83.15480000,9.7419800
5915,TOI-6894 b,TOI-6894,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.37077196000,0.0260400000,9.58367850,0.85500000,53.39517238,0.16800000,Mass,0.029000,5.5400,417.90,,3007.00,0.227600,0.207000,0.1420,[Fe/H],5.039000,173.4691418,12.4510906,73.81310000,16.3092000
5916,TOI-6954 b,TOI-6954,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.02074127419,,3.63524486,0.32431538,12.80000000,0.04040000,M-R relationship,,124.5690,930.00,,5170.87,0.947112,0.834000,0.0300,[M/H],4.486300,168.3240591,-2.7877643,190.04200000,11.9906000
5917,TOI-697 b,TOI-697,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),8.60788713593,,2.35859364,0.21041999,6.16000000,0.01940000,M-R relationship,,117.5495,839.80,,5681.95,0.968149,0.970000,,,4.498900,69.7042208,-36.6813257,93.77140000,9.8273000
5918,TOI-700 b,TOI-700,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97721900000,0.0677000000,0.91400000,0.08154176,0.70400000,0.00222000,M-R relationship,0.075000,4.9800,417.00,M2.5 V,3459.00,0.421000,0.415000,-0.0700,[Fe/H],4.809000,97.0957165,-65.5786149,31.12650000,12.0665000
5919,TOI-700 c,TOI-700,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05113700000,0.0929000000,2.60000000,0.23195686,7.27000000,0.02290000,M-R relationship,0.068000,2.6400,356.00,M2.5 V,3459.00,0.421000,0.415000,-0.0700,[Fe/H],4.809000,97.0957165,-65.5786149,31.12650000,12.0665000
5920,TOI-700 d,TOI-700,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42396000000,0.1633000000,1.07300000,0.09572681,1.25000000,0.00394000,M-R relationship,0.042000,0.8500,268.80,M2.5 V,3459.00,0.421000,0.415000,-0.0700,[Fe/H],4.809000,97.0957165,-65.5786149,31.12650000,12.0665000
5921,TOI-700 e,TOI-700,1,4,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.80978000000,0.1340000000,0.95300000,0.08502111,0.81800000,0.00257000,M-R relationship,0.059000,1.2700,272.90,M2.5 V,3459.00,0.421000,0.415000,-0.0700,[Fe/H],4.809000,97.0957165,-65.5786149,31.12650000,12.0665000
5922,TOI-7008 b,TOI-7008,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),0.84069041367,,4.94735276,0.44137401,21.70000000,0.06820000,M-R relationship,,1679.3500,1783.00,,5116.06,0.952550,0.880000,,,4.473100,216.9882531,79.4503960,410.46700000,13.4518000
5923,TOI-7009 b,TOI-7009,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.32066120000,0.0287000000,3.71000000,0.33098460,13.30000000,0.04180000,M-R relationship,,42.4124,872.00,,4080.00,0.564000,0.583000,-0.1100,[Fe/H],4.630000,299.5131334,55.6510291,184.12000000,13.7151000
5924,TOI-7041 b,TOI-7041,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),9.69100000000,,11.43316031,1.02000000,114.41822652,0.36000000,Mass,0.040000,143.2590,882.37,,4700.00,4.100000,1.070000,0.2500,[M/H],3.244000,357.8021716,-50.8698618,439.52000000,10.9080000
5925,TOI-712 b,TOI-712,1,3,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.53136100000,0.0792800000,2.04900000,0.18279985,4.85000000,0.01530000,M-R relationship,0.540000,22.6000,650.00,K4.5 V,4622.00,0.674000,0.732000,-0.0200,[Fe/H],4.645000,92.9361063,-65.8258386,58.62120000,10.5785000
5926,TOI-712 c,TOI-712,1,3,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),51.69906000000,0.2447000000,2.70100000,0.24096749,7.76000000,0.02440000,M-R relationship,0.089000,3.0800,369.90,K4.5 V,4622.00,0.674000,0.732000,-0.0200,[Fe/H],4.645000,92.9361063,-65.8258386,58.62120000,10.5785000
5927,TOI-712 d,TOI-712,1,3,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.83960000000,0.3405000000,2.47400000,0.22071588,6.68000000,0.02100000,M-R relationship,0.073000,1.6000,313.60,K4.5 V,4622.00,0.674000,0.732000,-0.0200,[Fe/H],4.645000,92.9361063,-65.8258386,58.62120000,10.5785000
5928,TOI-7149 b,TOI-7149,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.65206166000,0.0260300000,13.20000000,1.18000000,224.00000000,0.70500000,Mass,0.078000,20.6000,593.00,M4 V,3363.00,0.351000,0.344000,-0.0800,[Fe/H],4.880000,244.7384657,19.1758116,126.12600000,16.1589000
5929,TOI-715 b,TOI-715,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.28800400000,0.0830000000,1.55000000,0.13828198,3.02000000,0.00951000,M-R relationship,,0.6700,234.00,M4,3075.00,0.240000,0.225000,-0.2500,[Fe/H],5.000000,113.8523276,-73.5774089,42.40480000,14.8940000
5930,TOI-7155 b,TOI-7155,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.89489711981,,2.40821473,0.21484690,6.38000000,0.02010000,M-R relationship,,116.2530,914.00,,4673.03,0.670748,0.755000,,,4.613300,12.4454481,79.2878555,144.75100000,12.4844000
5931,TOI-7166 b,TOI-7166,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.92063621000,0.0619100000,2.01000000,0.17932050,4.70000000,0.01480000,M-R relationship,0.000000,1.0700,249.00,M4.5+/-0.5,3099.00,0.222000,0.190000,-0.2000,[Fe/H],5.020000,320.6806363,8.8893975,35.41530000,14.4918000
5932,TOI-733 b,TOI-733,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.88476500000,0.0618000000,1.99200000,0.17771464,5.72000000,0.01799713,Mass,0.046000,207.1000,1055.80,G,5585.00,0.949000,0.956000,-0.0400,[Fe/H],4.470000,159.4093183,-40.8882590,75.20920000,9.2888100
